Genome.ID,Diseases.Infection.Wound,Host,Isolation,Country,Continent
2671180558,Not Applicable,Other - Engineered/Serotype/Unknown,Serotype,,Unknown
2671180560,Circulatory System/Blood Disease/Issues,Human,Blood,United Kingdom,Europe
2671180611,Not Applicable,Environmental (Plant/Fruit/Terrestrial/Other),Rice/Fruit/Plant,USA,North America
2671180678,Cystic Fibrosis,Human,Oral/Airways,United Kingdom,Europe
2671180708,Wound,Human,Skin,United Kingdom,Europe
2671180760,Bone Related,Human,Gastrointestinal system,United Kingdom,Europe
2671180784,Cancer,Human,Unknown,USA,North America
2671180811,Wound,Human,Skin,United Kingdom,Europe
2671180825,Wound,Human,Skin,United Kingdom,Europe
2671180829,Wound,Human,Skin,United Kingdom,Europe
2671180937,Respiratory Issues/Infection,Human,Oral/Airways,United Kingdom,Europe
2671180955,Not Applicable,Other - Engineered/Serotype/Unknown,Serotype,,Unknown
2671181014,Cystic Fibrosis,Human,Unknown,Canada,North America
2671181021,Wound,Human,Unknown,United Kingdom,Europe
2671181088,Not Applicable,Hospital Equipment,Unknown,United Kingdom,Europe
2671181129,Cystic Fibrosis,Human,Unknown,Canada,North America
2671181137,Not Applicable,Hospital Equipment,Unknown,United Kingdom,Europe
2671181149,Wound,Human,Skin,United Kingdom,Europe
2675903282,Eye/Ear Infection,Human,Ear,Australia,Australia
2675903353,Genitourinary system Infection/Issues,Human,Urogenital System,United Kingdom,Europe
2675903363,Cystic Fibrosis,Human,Oral/Airways,United Kingdom,Europe
2675903378,Not Applicable,Hospital Equipment,Plug Hole/Sink,United Kingdom,Europe
2675903450,Genitourinary system Infection/Issues,Human,Urogenital System,United Kingdom,Europe
2675903518,Wound,Human,Skin,USA,North America
2675903566,Genitourinary system Infection/Issues,Human,Urogenital System,India,Asia
2675903567,Cystic Fibrosis,Human,Unknown,Canada,North America
2675903584,Respiratory Issues/Infection,Human,Oral/Airways,United Kingdom,Europe
2675903669,Circulatory System/Blood Disease/Issues,Human,Blood,United Kingdom,Europe
2675903677,Gastrointestinal system,Human,Gastrointestinal system,United Kingdom,Europe
2675903679,Cystic Fibrosis,Human,Oral/Airways,Canada,North America
2681813165,Cystic Fibrosis,Human,Oral/Airways,Canada,North America
2681813354,Not Applicable,Hospital Equipment,unknown,United Kingdom,Europe
2681813355,Not Applicable,Hospital Equipment,Plug Hole/Sink,United Kingdom,Europe
2681813356,Respiratory Issues/Infection,Human,Oral/Airways,United Kingdom,Europe
2681813357,Circulatory System/Blood Disease/Issues,Human,Oral/Airways,United Kingdom,Europe
2681813358,Respiratory Issues/Infection,Human,Oral/Airways,United Kingdom,Europe
2681813362,Gastrointestinal system,Human,Gastrointestinal system,Colombia ,South America
2684622547,Gastrointestinal system,Human,Unknown,USA,North America
2684622643,Not Applicable,Aquatic,Water,China,Asia
2684622752,Not Applicable,Industial ,Unknown,,Unknown
2684622753,Not Applicable,Industial ,Unknown,,Unknown
2684622754,Not Applicable,Industial ,Unknown,,Unknown
2684622755,Not Applicable,Industial ,Unknown,,Unknown
2684622756,Not Applicable,Industial ,Unknown,,Unknown
2684622757,Not Applicable,Industial ,Unknown,,Unknown
2684622758,Not Applicable,Industial ,Unknown,,Unknown
2684622759,Not Applicable,Industial ,Unknown,,Unknown
2684622760,Not Applicable,Industial ,Unknown,,Unknown
2684622761,Not Applicable,Industial ,Unknown,,Unknown
2684622762,Not Applicable,Industial ,Unknown,,Unknown
2684622809,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2684622810,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2684622811,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2684622812,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2684622813,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2684622814,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2684622815,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2684622816,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2684623051,Cancer,Human,Unknown,USA,North America
2684623070,Not Applicable,Environmental (Plant/Fruit/Terrestrial/Other),Soil,China,Asia
2684623148,Cancer,Human,Unknown,USA,North America
2684623234,Cancer,Human,Gastrointestinal system,USA,North America
2684623235,Circulatory System/Blood Disease/Issues,Human,Blood,?,Unknown
2687453104,Cancer,Human,Unknown,USA,North America
2687453120,Cancer,Human,Unknown,USA,North America
2687453218,Infection - Other,Human,Unknown,Netherlands,Europe
2687453225,Genitourinary system Infection/Issues,Human,Urogenital System,Japan,Asia
2687453227,Cancer,Human,Unknown,USA,North America
2687453261,Cancer,Human,Unknown,,Unknown
2687453262,Cancer,Human,Unknown,USA,North America
2687453263,Cancer,Human,Unknown,USA,North America
2687453307,Not Applicable,Animal,Cow,USA,North America
2687453349,Gastrointestinal system,Human,Gastrointestinal system,Japan,Asia
2687453356,Gastrointestinal system,Human,Skin,?,Unknown
2687453394,Not Applicable,Other - Engineered/Serotype/Unknown,Engineered,?,Unknown
2687453418,Cancer,Human,Unknown,USA,North America
2687453431,Not Applicable,Environmental (Plant/Fruit/Terrestrial/Other),Rice/Fruit/Plant,India,Asia
2687453452,Genitourinary system Infection/Issues,Human,Urogenital System,Nepal,Asia
2687453472,Cancer,Human,Unknown,USA,North America
2687453477,Cancer,Human,Unknown,USA,North America
2687453514,Cancer,Human,Unknown,USA,North America
2687453531,Cancer,Human,Unknown,USA,North America
2687453536,Wound,Human,Skin,USA,North America
2687453547,Cancer,Human,Unknown,USA,North America
2687453571,Cancer,Human,Unknown,USA,North America
2690316016,Infection - Other,Human,Unknown,USA,North America
2690316101,Circulatory System/Blood Disease/Issues,Human,Blood,United Kingdom,Europe
2690316141,Respiratory Issues/Infection,Human,Oral/Airways,United Kingdom,Europe
2690316151,Gastrointestinal system,Human,Gastrointestinal system,United Kingdom,Europe
2690316209,Wound,Human,Skin,United Kingdom,Europe
2690316240,Not Applicable,Hospital Equipment,unknown,United Kingdom,Europe
2690316242,Not Applicable,Hospital Equipment,Plug Hole/Sink,United Kingdom,Europe
2690316279,Respiratory Issues/Infection,Human,Oral/Airways,United Kingdom,Europe
2690316305,Not Applicable,Hospital Equipment,Plug Hole/Sink,United Kingdom,Europe
2690316310,Circulatory System/Blood Disease/Issues,Human,Blood,United Kingdom,Europe
2690316331,Wound,Human,Skin,United Kingdom,Europe
2690316332,Respiratory Issues/Infection,Human,Oral/Airways,United Kingdom,Europe
2693429537,Unknown,Human,Unknown,United Kingdom,Europe
2693429551,Respiratory Issues/Infection,Human,Oral/Airways,United Kingdom,Europe
2693429616,Genitourinary system Infection/Issues,Human,Urogenital System,United Kingdom,Europe
2693429626,Genitourinary system Infection/Issues,Human,Urogenital System,United Kingdom,Europe
2693429671,Not Applicable,Hospital Equipment,Plug Hole/Sink,United Kingdom,Europe
2693429724,Wound,Human,Skin,United Kingdom,Europe
2693429729,Respiratory Issues/Infection,Human,Oral/Airways,United Kingdom,Europe
2693429767,Respiratory Issues/Infection,Human,Oral/Airways,United Kingdom,Europe
2693429775,Wound,Human,Skin,United Kingdom,Europe
2695420356,Infection - Other,Human,Unknown,USA,North America
2695420396,Respiratory Issues/Infection,Human,Oral/Airways,United Kingdom,North America
2695420408,Not Applicable,Aquatic,Water,United Kingdom,Europe
2695420452,Bone Related,Human,Unknown,United Kingdom,Europe
2695420461,Circulatory System/Blood Disease/Issues,Human,Urogenital System,United Kingdom,Europe
2695420481,Infection - Other,Human,Unknown,United Kingdom,Europe
2695420489,Not Applicable,Other - Engineered/Serotype/Unknown,Serotype,,Unknown
2695420515,Respiratory Issues/Infection,Human,Oral/Airways,United Kingdom,Europe
2695420518,Not Applicable,Hospital Equipment,Plug Hole/Sink,United Kingdom,North America
2695420520,Circulatory System/Blood Disease/Issues,Human,Oral/Airways,United Kingdom,Europe
2695420590,Respiratory Issues/Infection,Human,Oral/Airways,United Kingdom,Europe
2695420633,wound,Human,Skin,United Kingdom,Europe
2695420637,Genitourinary system Infection/Issues,Human,Urogenital System,United Kingdom,Europe
2695420642,Respiratory Issues/Infection,Human,Oral/Airways,United Kingdom,Europe
2695420673,Circulatory System/Blood Disease/Issues,Human,Urogenital System,United Kingdom,Europe
2695420706,Circulatory System/Blood Disease/Issues,Human,Blood,United Kingdom,Europe
2695420707,Not Applicable,Hospital Equipment,Suction Tubing,United Kingdom,Europe
2695420740,Circulatory System/Blood Disease/Issues,Human,Blood,United Kingdom,Europe
2695420741,Wound,Human,Skin,United Kingdom,Europe
2695420749,Unknown,Human,Unknown,United Kingdom,Europe
2695420785,Circulatory System/Blood Disease/Issues,Human,Urogenital System,United Kingdom,Europe
2695420795,Genitourinary system Infection/Issues,Human,Urogenital System,United Kingdom,Europe
2695420796,Genitourinary system Infection/Issues,Human,Urogenital System,United Kingdom,Europe
2695420853,Gastrointestinal system,Human,Gastrointestinal system,United Kingdom,Europe
2695420858,Wound,Human,Skin,United Kingdom,Europe
2695420867,Unknown,Human,Urogenital System,United Kingdom,Europe
2695420907,Respiratory Issues/Infection,Human,Oral/Airways,United Kingdom,Europe
2695420908,Not Applicable,Hospital Equipment,Plug Hole/Sink,United Kingdom,Europe
2695420909,Circulatory System/Blood Disease/Issues,Human,Blood,United Kingdom,Europe
2698536356,Respiratory Issues/Infection,Human,Oral/Airways,United Kingdom,Europe
2698536405,Respiratory Issues/Infection,Human,Oral/Airways,United Kingdom,Europe
2698536406,Wound,Human,Blood,United Kingdom,Europe
2698536412,Unknown,Human,Unknown,United Kingdom,Europe
2698536426,Respiratory Issues/Infection,Human,Oral/Airways,United Kingdom,Europe
2698536472,Not Applicable,Hospital Equipment,Unknown,United Kingdom,Europe
2698536490,Not Applicable,Hospital Equipment,Plug Hole/Sink,United Kingdom,Europe
2700989384,Infection - Other,Human,Unknown,USA,North America
2700989385,Infection - Other,Human,Unknown,USA,North America
2700989386,Infection - Other,Human,Unknown,USA,North America
2700989387,Infection - Other,Human,Unknown,USA,North America
2700989388,Infection - Other,Human,Unknown,USA,North America
2700989433,Cystic Fibrosis,Human,Unknown,maybe Canada?,North America
2700989434,Not Applicable,Environmental (Plant/Fruit/Terrestrial/Other),Environmental,USA,North America
2700989435,Not Applicable,Environmental (Plant/Fruit/Terrestrial/Other),Soil,,Unknown
2700989436,Not Applicable,Environmental (Plant/Fruit/Terrestrial/Other),Soil,,Unknown
2700989437,Cystic Fibrosis,Human,Oral/Airways,Canada,North America
2700989438,Cystic Fibrosis,Human,Unknown,maybe Canada?,North America
2700989439,Cystic Fibrosis,Human,Oral/Airways,Canada,North America
2700989440,Cystic Fibrosis,Human,Oral/Airways,Canada,North America
2700989441,Cystic Fibrosis,Human,Oral/Airways,Canada,North America
2700989442,Cystic Fibrosis,Human,Oral/Airways,Canada,North America
2700989443,Cystic Fibrosis,Human,Oral/Airways,Canada,North America
2700989444,Cystic Fibrosis,Human,Oral/Airways,Canada,North America
2700989445,Cystic Fibrosis,Human,Oral/Airways,Canada,North America
2700989446,Cystic Fibrosis,Human,Oral/Airways,Canada,North America
2700989447,Cystic Fibrosis,Human,Oral/Airways,Canada,North America
2700989448,Cystic Fibrosis,Human,Oral/Airways,United Kingdom,Europe
2700989449,Cystic Fibrosis,Human,Oral/Airways,Canada,North America
2700989536,Not Applicable,Other - Engineered/Serotype/Unknown,Serotype,,Unknown
2700989537,Not Applicable,Other - Engineered/Serotype/Unknown,Serotype,,Unknown
2700989538,Not Applicable,Other - Engineered/Serotype/Unknown,Serotype,,Unknown
2700989539,Not Applicable,Other - Engineered/Serotype/Unknown,Serotype,,Unknown
2700989540,Not Applicable,Other - Engineered/Serotype/Unknown,Serotype,,Unknown
2703719348,Not Applicable,Other - Engineered/Serotype/Unknown,Serotype,,Unknown
2706794515,Cystic Fibrosis,Human,Unknown,maybe Canada?,North America
2706794599,Wound,Human,Skin,Germany,Europe
2711768170,Unknown,Human,Unknown,USA,North America
2718217765,Respiratory Issues/Infection,Human,Oral/Airways,China,Asia
2718217881,Unknown,Human,Unknown,Netherlands,Europe
2718218206,Respiratory Issues/Infection,Human,Oral/Airways,China,Asia
2718218240,Genitourinary system Infection/Issues,Human,Urogenital System,Brazil,South America
2718218242,Respiratory Issues/Infection,Human,Oral/Airways,China,Asia
2718218317,Respiratory Issues/Infection,Human,Oral/Airways,China,Asia
2718218367,Respiratory Issues/Infection,Human,Oral/Airways,China,Unknown
2718218368,Respiratory Issues/Infection,Human,Oral/Airways,China,Asia
2718218406,Not Applicable,Animal,Rat/Mouse,United Kingdom,Europe
2718218424,Not Applicable,Animal,Rat/Mouse,United Kingdom,Europe
2718218426,Respiratory Issues/Infection,Human,Oral/Airways,Brazil,South America
2718218427,Respiratory Issues/Infection,Human,Oral/Airways,China,Asia
2721755589,Unknown,Human,Unknown,Netherlands,Europe
2721755590,Wound,Human,Skin,Australia,Australia
2721755595,Not Applicable,Aquatic,Water,USA,North America
2721755597,Respiratory Issues/Infection,Human,Oral/Airways,Brazil,South America
2721755680,Respiratory Issues/Infection,Human,Oral/Airways,China,Unknown
2721755811,Circulatory System/Blood Disease/Issues,Human,Blood,Brazil,South America
2721755813,Respiratory Issues/Infection,Human,Oral/Airways,China,Asia
2724679032,Cystic Fibrosis,Human,Oral/Airways,Germany,Europe
2724679038,Cystic Fibrosis,Human,Oral/Airways,Germany,Europe
2724679040,Not Applicable,Environmental (Plant/Fruit/Terrestrial/Other),Soil,Argentina,South America
2724679066,Wound,Human,Skin,USA,North America
2724679067,Wound,Human,Skin,USA,North America
2724679068,Wound,Human,Oral/Airways,USA,North America
2724679100,Eye/Ear Infection,Human,Eye,India,Asia
2724679101,Eye/Ear Infection,Human,Eye,India,Asia
2728369079,Wound,Human,Skin,USA,North America
2728369622,Respiratory Issues/Infection,Human,Oral/Airways,Spain,Europe
2731957998,Not Applicable,Industial ,Unknown,,Unknown
2731957999,Not Applicable,Industial ,Unknown,,Unknown
2731958000,Not Applicable,Industial ,Unknown,,Unknown
2731958001,Not Applicable,Industial ,Unknown,,Unknown
2731958002,Not Applicable,Industial ,Unknown,,Unknown
2731958003,Not Applicable,Industial ,Unknown,,Unknown
2731958004,Not Applicable,Industial ,Unknown,,Unknown
2731958005,Not Applicable,Industial ,Unknown,,Unknown
2731958006,Not Applicable,Industial ,Unknown,,Unknown
2731958007,Not Applicable,Industial ,Unknown,,Unknown
2731958008,Not Applicable,Industial ,Unknown,,Unknown
2731958009,Not Applicable,Industial ,Unknown,,Unknown
2731958010,Not Applicable,Industial ,Unknown,,Unknown
2731958011,Not Applicable,Industial ,Unknown,,Unknown
2731958012,Not Applicable,Industial ,Unknown,,Unknown
2731958013,Not Applicable,Industial ,Unknown,,Unknown
2731958014,Not Applicable,Industial ,Unknown,,Unknown
2731958015,Not Applicable,Industial ,Unknown,,Unknown
2731958016,Not Applicable,Industial ,Unknown,,Unknown
2731958017,Not Applicable,Industial ,Unknown,,Unknown
2731958018,Not Applicable,Industial ,Unknown,,Unknown
2731958019,Not Applicable,Industial ,Unknown,,Unknown
2731958020,Not Applicable,Industial ,Unknown,,Unknown
2731958021,Not Applicable,Industial ,Unknown,,Unknown
2731958022,Not Applicable,Industial ,Unknown,,Unknown
2731958023,Not Applicable,Industial ,Unknown,,Unknown
2731958024,Not Applicable,Industial ,Unknown,,Unknown
2731958025,Not Applicable,Industial ,Unknown,,Unknown
2731958026,Not Applicable,Industial ,Unknown,,Unknown
2731958027,Not Applicable,Industial ,Unknown,,Unknown
2731958028,Not Applicable,Industial ,Unknown,,Unknown
2731958029,Not Applicable,Industial ,Unknown,,Unknown
2731958030,Not Applicable,Industial ,Unknown,,Unknown
2731958031,Not Applicable,Industial ,Unknown,,Unknown
2731958032,Not Applicable,Industial ,Unknown,,Unknown
2731958033,Not Applicable,Industial ,Unknown,,Unknown
2731958034,Not Applicable,Industial ,Unknown,,Unknown
2731958035,Not Applicable,Industial ,Unknown,,Unknown
2731958036,Not Applicable,Industial ,Unknown,,Unknown
2731958037,Not Applicable,Industial ,Unknown,,Unknown
2731958038,Not Applicable,Industial ,Unknown,,Unknown
2734482396,Not Applicable,Industial ,Unknown,,Unknown
2734482397,Not Applicable,Industial ,Unknown,,Unknown
2734482398,Not Applicable,Industial ,Unknown,,Unknown
2734482399,Not Applicable,Industial ,Unknown,,Unknown
2734482400,Not Applicable,Industial ,Unknown,,Unknown
2734482401,Not Applicable,Industial ,Unknown,,Unknown
2734482402,Not Applicable,Industial ,Unknown,,Unknown
2734482494,Not Applicable,Industial ,Unknown,,Unknown
2734482495,Not Applicable,Industial ,Unknown,,Unknown
2734482496,Not Applicable,Industial ,Unknown,,Unknown
2734482497,Not Applicable,Industial ,Unknown,,Unknown
2734482498,Not Applicable,Industial ,Unknown,,Unknown
2734482499,Not Applicable,Industial ,Unknown,,Unknown
2734482500,Not Applicable,Industial ,Unknown,,Unknown
2734482501,Not Applicable,Industial ,Unknown,,Unknown
2734482502,Not Applicable,Industial ,Unknown,,Unknown
2734482503,Not Applicable,Industial ,Unknown,,Unknown
2734482504,Not Applicable,Industial ,Unknown,,Unknown
2734482505,Not Applicable,Industial ,Unknown,,Unknown
2734482506,Not Applicable,Industial ,Unknown,,Unknown
2734482507,Not Applicable,Industial ,Unknown,,Unknown
2734482508,Not Applicable,Industial ,Unknown,,Unknown
2734482509,Not Applicable,Industial ,Unknown,,Unknown
2734482510,Not Applicable,Industial ,Unknown,,Unknown
2734482511,Not Applicable,Industial ,Unknown,,Unknown
2734482512,Not Applicable,Industial ,Unknown,,Unknown
2734482513,Not Applicable,Industial ,Unknown,,Unknown
2734482514,Not Applicable,Industial ,Unknown,,Unknown
2734482515,Not Applicable,Industial ,Unknown,,Unknown
2734482516,Not Applicable,Industial ,Unknown,,Unknown
2734482517,Not Applicable,Industial ,Unknown,,Unknown
2734482518,Not Applicable,Industial ,Unknown,,Unknown
2734482519,Not Applicable,Industial ,Unknown,,Unknown
2734482520,Not Applicable,Industial ,Unknown,,Unknown
2734482521,Not Applicable,Industial ,Unknown,,Unknown
2734482522,Not Applicable,Industial ,Unknown,,Unknown
2734482523,Not Applicable,Industial ,Unknown,,Unknown
2734482524,Not Applicable,Industial ,Unknown,,Unknown
2734482525,Not Applicable,Industial ,Unknown,,Unknown
2734482526,Not Applicable,Industial ,Unknown,,Unknown
2734482527,Not Applicable,Industial ,Unknown,,Unknown
2734482528,Not Applicable,Industial ,Unknown,,Unknown
2734482529,Not Applicable,Industial ,Unknown,,Unknown
2740892008,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892009,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892010,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892052,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892053,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892054,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892055,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892056,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892057,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892058,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892059,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892060,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892061,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892062,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892063,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892064,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892065,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892066,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892067,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892068,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892069,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892070,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892071,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892072,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892073,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892074,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892075,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892076,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892077,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892078,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892079,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892080,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892081,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892082,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892083,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892084,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892085,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892086,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892087,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892088,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892089,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892090,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892091,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892092,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892093,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892094,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892095,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892096,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892097,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892098,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892099,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892100,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2740892101,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2744054530,Eye/Ear Infection,Human,Eye,India,Asia
2744054570,Not Applicable,Aquatic,Water,Malaysia,Asia
2744054676,Not Applicable,Hospital Equipment,Plug Hole/Sink,Australia,Australia
2744054677,Wound,Human,Skin,Australia,Australia
2744054678,Gastrointestinal system,Human,Gastrointestinal system,Australia,Australia
2744054992,Not Applicable,Environmental (Plant/Fruit/Terrestrial/Other),Engineered,China,Asia
2747842400,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2747842401,Cystic Fibrosis,Human,Oral/Airways,USA,North America
2775506784,Cystic Fibrosis,Human,Unknown,Brazil,South America
2558309120,Circulatory System/Blood Disease/Issues,Human,Blood,India,Asia
2554235132,Not Applicable,Environmental (Plant/Fruit/Terrestrial/Other),Soil,India,Asia
2687453465,Not Applicable,Aquatic,Water,China,Asia
2724679180,Circulatory System/Blood Disease/Issues,Human,Blood,India,Asia
2645727823,Unknown,Human,cell culture,Canada,North America
2609460090,Unknown,Other - Engineered/Serotype/Unknown,Unknown,Unknown,Unknown
2582581497,Unknown,Other - Engineered/Serotype/Unknown,Unknown,Unknown,Unknown
2537562154,Not Applicable,Other - Engineered/Serotype/Unknown,Air,Unknown,Unknown
2667527676,Unknown,Other - Engineered/Serotype/Unknown,serotype,Unknown,Unknown
640753042,Associated Infection,Human,clinical isolate,Argentina,South America
2675903445,Unknown,Human,Surveillance swab,Afghanistan,Asia
